name_english,id
Purification Stone,6127
Antidote,6128
Nightmare Terror Exchange Coupon,6129
Loli Ruri Exchange Coupon,6130
Goblin Leader Exchange Coupon,6131
Incubus Exchange Coupon,6132
Miyabi Ningyo Exchange Coupon,6133
Giant Whisper Exchange Coupon,6134
Evil Nymph Exchange Coupon,6135
Medusa Exchange Coupon,6136
Stone Shooter Exchange Coupon,6137
Marionette Exchange Coupon,6138
Leaf Cat Exchange Coupon,6139
Dullahan Exchange Coupon,6140
Shinobi Exchange Coupon,6141
Golem Exchange Coupon,6142
Civil Servant Exchange Coupon,6143
Regrettable Tears,6144
Vulcan Bullet,6145
Magic Gear Fuel,6146
Liquid Condensed Bullet,6147
Eternity Of Chocolate,6148
Simple Chocolate,6149
Key of The Mansion,6150
Giant Bradium Fragment,6151
Glittering Crystal,6152
Special Exchange Ticket,6153
Broken Horn Pipe,6154
Member Card,6155
Approval Report,6156
Poring Exchange Ticket,6157
Drops Exchange Ticket,6158
Poporing Exchange Ticket,6159
Lunatic Exchange Ticket,6160
Picky Exchange Ticket,6161
Peco Peco Exchange Ticket,6162
Savage Babe Exchange Ticket,6163
Spore Exchange Ticket,6164
Poison Spore Exchange Ticket,6165
Chonchon Exchange Ticket,6166
Steel Chonchon Exchange Ticket,6167
Sky Petite Exchange Ticket,6168
Deviruchi Exchange Ticket,6169
Isis Exchange Ticket,6170
Smokie Exchange Ticket,6171
Dokebi Exchange Ticket,6172
Baby Desert Wolf Exchange Ticket,6173
Yoyo Exchange Ticket,6174
Sohee Exchange Ticket,6175
Rocker Exchange Ticket,6176
Hunter Fly Exchange Ticket,6177
Orc Warrior Exchange Ticket,6178
Bapho Jr. Exchange Ticket,6179
Munak Exchange Ticket,6180
Bongun Exchange Ticket,6181
Christmas Goblin Exchange Ticket,6182
Rice Cake Exchange Ticket,6183
Zherlthsh Exchange Ticket,6184
Alice Exchange Ticket,6185
Monkey Wrench,6186
Blank Card,6187
Slotting Advertisement,6188
Spell Book (Fire Bolt),6189
Spell Book (Cold Bolt),6190
Spell Book (Lightening Bolt),6191
Spell Book (Storm Gust),6192
Spell Book (Lord Of Vermilion),6193
Spell Book (Meteor Storm),6194
Spell Book (Comet),6195
Spell Book (Tetra Vortex),6196
Spell Book (Thunder Storm),6197
Spell Book (Jupitel Thunder),6198
Spell Book (Water Ball),6199
Spell Book (Heaven's Drive),6200
Spell Book (Earth Spike),6201
Spell Book (Earth Strain),6202
Spell Book (Chain Lightning),6203
Spell Book (Crimson Rock),6204
Spell Book (Drain Life),6205
I Love You,6206
Thank You,6207
I Respect You,6208
Knight's Honor,6209
Seed Of Thorny Plant,6210
Bloodsuck Plant Seed,6211
Bomb Mushroom Spore,6212
Explosive Powder,6213
Smoke Powder,6214
Tear Gas,6215
Oil Bottle,6216
Mandragora Flowerpot,6217
Delivery_Daishin_Box,6218
Eden Group Mark,6219
Mysterious Dyestuff,6220
Mystic Leaf Cat Ball,6221
Shining Beads,6222
Carnium,6223
Bradium,6224
HD Carnium,6225
HD Bradium,6226
+9 Weapon Refine Ticket,6228
+8 Weapon Refine Ticket,6229
+7 Weapon Refine Ticket,6230
+6 Weapon Refine Ticket,6231
+9 Armor Refine Ticket,6232
+8 Armor Refine Ticket,6233
+7 Armor Refine Ticket,6234
+6 Armor Refine Ticket,6235
Blue Card 7,6236
Guarana Fruit,6237
+11 Weapon Refine Ticket,6238
+11 Armor Refine Ticket,6239
HD Oridecon,6240
HD Elunium,6241
Midgard Coin,6242
Exchange Coupon,6243
Gun Powder,6244
Black Powder,6245
Yellow Powder,6246
White Powder,6247
Melange Pot,6248
Savage Meat,6249
Cooking Skewer,6250
Black Charcoal,6251
Blood Of Wolf,6252
Cold Ice,6253
Beef Head,6254
Large Cookpot,6255
Ice Piece,6256
Ice Crystal,6257
Comodo Tropical Fruit,6258
Drosera Tentacle,6259
Petite's Tail,6260
Fine Noodles,6261
Cool Gravy,6262
Coconut Fruit,6263
Melon,6264
Pineapple,6265
Key Of Deception,6266
Key Of Illusion,6267
Key Of Gaiety,6268
A Master's Blush,6269
A Picture Of Minstrel Song,6270
Receipt,6271
Experiment Seed,6272
Seed For Experiment,6273
A Piece Of Cloth Of A Saint,6274
Shield Of King,6275
Clear Reagent,6276
Red Reagent,6277
Black Reagent,6278
Apple Bomb Guidebook,6279
Pineapple Bomb Guidebook,6280
Coconut Fruit Bomb Guidebook,6281
Melon Bomb Guidebook,6282
Banana Bomb Guidebook,6283
How To Grow Plant Genes,6284
Manual: How To Make High Quality Potion,6285
F Max Weight Up Scroll,6286
F Clothing Dye Coupon,6287
F Happy Box,6288
F Mysterious Dyestuff,6289
F New Style Coupon,6290
F Enriched Elunium,6291
F Enriched Oridecon,6292
F Token Of Siegfried,6293
F Marriage Covenant,6294
F Clothing Dye Coupon2,6295
Training Notice,6296
Throwing Bottle,6297
Pumpkin Head Crushed,6298
Worn Cloth Piece,6299
event,6300
GM Handwriting,6302
Changed Hydra Ball,6303
Proof Of Sapha's Honor,6304
Frozen Piece Of Skin,6305
Hard Bloodstain,6306
Cursed Magical Stone,6307
Unidentified Relic,6308
E Max Weight Up Scroll,6309
E Cloth Dye Coupon,6310
E Happy Box,6311
E Mysterious Dyestuff,6312
E New Style Coupon,6313
E Enriched Elunium,6314
E Enriched Oridecon,6315
E Token Of Siegfried,6316
E Marriage Covenant,6317
E Cloth Dye Coupon2,6318
Small Bradium,6319
Premium Reset Stone,6320
Rakehorn Helm,6321
Antler Helmet,6322
Two-Horned Helmet,6323
Single Horned Helmet,6324
White Spider Limb,6325
Queen Wing Piece,6326
Calender January,6328
Calender February,6329
Calender March,6330
Calender April,6331
Calender May,6332
Calender June,6333
Calender July,6334
Calender August,6335
Calender September,6336
Calender October,6337
Calender November,6338
Calender December,6339
Fade Notation Green,6340
Fade Notation Red,6341
Fade Notation Purple,6342
Fade Notation Blue,6343
Muscle Story,6344
Love Ball,6345
Seagate Mark,6346
Bless Word Paper,6347
Fortune Cookie Fail,6357
Free Cash Coupon,6358
Guidebook Exchange,6359
Scarlet Point,6360
Indigo Point,6361
Yellow Wish Point,6362
Lime Green Point,6363
Amatsu Bead A,6369
Amatsu Bead Ma,6370
Amatsu Bead Tsu,6371
Amatsu Bead Jam,6372
Amatsu Bead Bo,6373
Amatsu Bead Ree,6374
Amatsu Bead !,6375
KVM Badge,6376
Buy Market Permit,6377
Winning Mark,6378
7Star Board,6379
Mora Coin,6380
Field Shovel,6381
Urn,6382
Lope's Clue,6383
Lope's Ring,6384
Research Tool Bag,6385
Bath Water Sample,6386
Teeth Sample,6387
Scale Sample,6388
Sample Of Puddle Research,6389
Small Pocket,6390
Splendid Supply Kit,6391
Bradium Box,6392
Round Feather,6393
Golden Feather,6394
Angel Magic Power,6395
Auger Of Spirit,6396
+5 Weapon Refine Ticket,6456
+5 Armor Refine Ticket,6457
Makibishi,6493
Ancient Grudge,6499
Fire Amulet,6512
Ice Amulet,6513
Wind Amulet,6514
Earth Amulet,6515
Mould Powder,7001
Ogre Tooth,7002
Anolian Skin,7003
Mud Lump,7004
Skull,7005
Wing of Red Bat,7006
Claw of Rat,7007
Stiff Horn,7008
Glitter Shell,7009
Tail of Steel Scorpion,7010
Claw of Monkey,7011
Tough Scalelike Stem,7012
Coral Reef,7013
Old Portrait,7014
Bookclip in Memory,7015
Spoon Stub,7016
Executioner's Mitten,7017
Young Twig,7018
Loki's Whispers,7019
Mother's Nightmare,7020
Foolishness of the Blind,7021
Old Hilt,7022
Blade Lost in Darkness,7023
Bloody Edge,7024
Lucifer's Lament,7025
Key of Clock Tower,7026
Key of Underground,7027
Invite for Duel,7028
Admission for Duel,7029
Claw of Desert Wolf,7030
Old Frying Pan,7031
Piece of Egg Shell,7032
Poison Spore,7033
Red Stocking,7034
Matchstick,7035
Fang of Hatii,7036
Coupon,7037
Yarn,7038
Newbie Tag,7039
Megaphone,7040
Fine Grit,7041
Leather Bag of Infinity,7042
Fine Sand,7043
Vigorgra,7044
Magic Paint,7045
Cart Parts,7046
Alice's Apron,7047
Talon of Griffon,7048
Stone,7049
Cotton Mat,7050
Silk Mat,7051
Old Papers,7052
Cyfar,7053
Brigan,7054
Animal Poop,7055
Payment Statement for Kafra Employee,7056
Gjallar,7057
Gleipnir,7058
Free Ticket for Kafra Storage,7059
Free Ticket for Kafra Transportation,7060
Free Ticket for the Cart Service,7061
Broken Turtle Shell,7062
Soft Feather,7063
Wing of Dragonfly,7064
Sea-Otter Fur,7065
Ice Cubic,7066
Burnt Tree,7068
Destroyed Armor,7069
Broken Shell,7070
Tattered Clothes,7071
Old Shuriken,7072
Freya's Jewel,7073
Thor's Gauntlets,7074
Iron Maiden,7075
Wheel of the Unknown,7076
Silver Ornament,7077
Wrath of Valkyrie,7078
Feather of Angel Wing,7079
Cat Tread,7080
Woman's Moustache,7081
Root of Stone,7082
Spirit of Fish,7083
Sputum of Bird,7084
Sinew of Bear,7085
Emblem of the Sun God,7086
Breath of Spirit,7087
Snow Crystal,7088
Omen of Tempest,7089
Ripple,7090
Billow,7091
Drifting Air,7092
Cogwheel,7093
Fragment,7094
Metal Fragment,7095
Lava,7096
Burning Heart,7097
Live Coal,7098
Worn-out Magic Scroll,7099
Sharp Leaf,7100
Peco Peco Feather,7101
Nightmare,7102
Unknown Liquid Bottle,7103
False Angel Wing,7104
False Heaven Ring,7105
Antelope Horn,7106
Antelope Skin,7107
Piece of Shield,7108
Shining Spear Blade,7109
Slick Paper,7111
Sharp Paper,7112
Broken Pharaoh Emblem,7113
Masque of Tutankhamen,7114
Harpy Feather,7115
Harpy Talon,7116
Torn Magic Book,7117
Torn Scroll,7118
Bacillus,7119
Burning Horseshoe,7120
Honey Pot,7121
Burning Hair,7122
Dragon Skin,7123
Sand Clump,7124
Scorpion Claw,7125
Large Jellopy,7126
Alcohol Creation Guide,7127
Bottle Grenade Creation Guide,7128
Acid Bottle Creation Guide,7129
Plant Bottle Creation Guide,7130
Marine Sphere Creation Guide,7131
Glistening Coat Creation Guide,7132
Condensed Potion Creation Guide,7133
Medicine Bowl,7134
Bottle Grenade,7135
Acid Bottle,7136
Plant Bottle,7137
Marine Sphere Bottle,7138
Glistening Coat,7139
Seed of Life,7140
Morning Dew of Yggdrasil,7141
Embryo,7142
Glass Tube,7143
Potion Creation Guide,7144
Ragnarok T-shirt,7145
Vacation Ticket,7146
Jasmine,7147
Mother's Letter,7148
Yellow Plate,7149
Piece of Bamboo,7150
Oil Paper,7151
Glossy Hair,7152
Worn-out Kimono,7153
Poisonous Powder,7154
Poisonous Toad Skin,7155
Broken Shuriken,7156
Dark Mask,7157
Broken Liquor Jar,7158
Tengu Nose,7159
Feudal Lord Permit,7160
Black Bear Skin,7161
Cloud Crumb,7162
Hard Feeler,7163
Solid Peach,7164
Transparent Celestial Robe,7165
Soft Silk,7166
Strange Steel Piece,7167
Giant Butterfly Wing,7168
Ba Gua,7169
Tuxedo,7170
Leopard Skin,7171
Leopard Claw,7172
iROGM02's Backpack,7173
Wrapping Lace,7174
Wrapping Paper,7175
Royal Certificate,7176
Crumb of Sobbing Starlight,7177
Sobbing Starlight,7178
Proof of Donation,7179
Hahn Sukbong's Recommendation,7180
Cacao,7182
Letter from Sister,7183
Piano Key,7184
Quiz Entry,7185
Thin Trunk,7186
Festival Mask,7187
Brown Root,7188
Wooden Heart,7189
Solid Husk,7190
Lamp,7191
Vane,7192
Sprout,7193
Soft Blade of Grass,7194
Slingshot,7195
Shoulder Protector,7196
Tough Vines,7197
Huge Leaf,7198
Elastic Band,7200
Log,7201
Pincher of Beetle,7202
Strong Branch,7203
Gunpowder,7204
Piece of Black Cloth,7205
Black Cat Doll,7206
Old Manteau,7207
Rusty Kitchen Knife,7208
Helm of Dullahan,7209
Armor Piece of Dullahan,7210
Fragment of Rossata Stone,7211
Hung Doll,7212
Needle Packet,7213
Bat Cage,7214
Broken Needle,7215
Red Muffler,7216
Spool,7217
Decomposed Rope,7218
Striped Sock,7219
Ectoplasm,7220
Tangled Chains,7221
Wooden Gnarl,7222
Contorted Self-Portrait,7223
Stone of Sage,7224
Pumpkin Lantern,7225
Pellet,7226
TCG Card,7227
Gold Bullion,7228
Silver Bullion,7229
Platinum Bullion,7230
Gold Ore,7231
Silver Ore,7232
Mithril Ore,7233
Spirit of Guild,7234
Spirit of Charge,7235
Spirit of Protection,7236
Spirit of Association,7237
Spirit of Coordination,7238
Spirit of Advance,7239
Spirit of Trust,7240
Spirit of Union,7241
Spirit of Combination,7242
Spirit of Cooperation,7243
Spirit of Solidarity,7244
Spirit of Friendship,7245
Spirit of Peace,7246
Spirit of Determination,7247
Spirit of Honor,7248
Spirit of Service,7249
Spirit of Glory,7250
Spirit of Victory,7251
Herbal Medicine,7252
Golden Korean Flag,7253
Digital Picture Printing Coupon,7254
Mystic Orb,7255
Folding Fan of Cat Ghost,7262
Cat's Eye,7263
Dry Sand,7264
Dragon Horn,7265
Denture from Dragon Mask,7266
Tiger Panty,7267
Little Ghost Doll,7268
Pinafore,7269
Nursing Bottle,7270
Rice Ball Doll,7272
RWC Necklace,7273
Translated Ancient Language,7274
Record of Ancient Language,7275
Doodled Message,7276
Munak Doll,7277
Letter to Wife,7278
Vita500 Lid,7279
1st Quiz Entry,7280
2nd Quiz Entry,7281
3rd Quiz Entry,7282
4th Quiz Entry,7283
5th Quiz Entry,7284
Holy Threads,7285
Red Chile,7286
Holier Threads,7287
Engagement Ring,7288
Peridot,7289
Phlogopite,7290
Agate,7291
Muscovite,7292
Rose Quartz,7293
Turquoise,7294
Citrin,7295
Pyroxene,7296
Biotite,7297
Fig Leaf,7298
Straw Basket,7299
Gemstone,7300
Tassel,7301
Krathong,7302
Straw Rice Bag,7303
Witch's Spell Scroll,7304
Symbol of the Nine Realms,7305
Piece of Spirit,7306
Spiritual Whispers,7307
Witch's Tonic,7308
Crow Wing,7309
Free Ticket for Peco Ride,7310
Free Ticket for Flyship,7311
Jubilee,7312
Witch's Medal,7313
Dark Crystal Fragment,7315
Insect Leg,7316
Rusty Screw,7317
Old Pick,7318
Used Iron Plate,7319
Dust Pollutant,7320
Crystal Fragment,7321
Toxic Gas,7322
Battered Kettle,7323
Flexible Tube,7325
Fluorescent Liquid,7326
Flashlight,7327
Legend of Songkran,7328
Old Bronze Key,7329
Heaven Flower,7331
Complete Tablet,7332
Prontera Tablet,7333
Payon Tablet,7334
Morocc Tablet,7335
Geffen Tablet,7336
Eye of Hellion,7337
One-way Ticket,7338
Commemorative Travel Card,7339
Will of the Darkness,7340
Old Pendant,7341
File Folder,7342
Sealed File Folder,7343
Shinokas Case File,7344
Handcuffs,7345
Ymir's Heart Piece,7346
Research Chart,7347
Membership Card,7348
Archive Permit,7349
Pass,7350
Friend's Diary,7351
Transparent Plate,7352
Crest Piece,7356
RO Festival Invitation,7360
Lotto Ball 01,7361
Lotto Ball 02,7362
Lotto Ball 03,7363
Lotto Ball 04,7364
Lotto Ball 05,7365
Lotto Ball 06,7366
Lotto Ball 07,7367
Lotto Ball 08,7368
Lotto Ball 09,7369
Lotto Ball 10,7370
Lotto Ball 11,7371
Lotto Ball 12,7372
Lotto Ball 13,7373
Lotto Ball 14,7374
Lotto Ball 15,7375
Lotto Ball 16,7376
Lotto Ball 17,7377
Lotto Ball 18,7378
Lotto Ball 19,7379
Lotto Ball 20,7380
Lotto Ball 21,7381
Lotto Ball 22,7382
Lotto Ball 23,7383
Lotto Ball 24,7384
Lotto Ball 25,7385
Lotto Ball 26,7386
Lotto Ball 27,7387
Lotto Ball 28,7388
Lotto Ball 29,7389
Lotto Ball 30,7390
Lotto Ball 31,7391
Lotto Ball 32,7392
Lotto Ball 33,7393
Lotto Ball 34,7394
Lotto Ball 35,7395
Lotto Ball 36,7396
Lotto Ball 37,7397
Lotto Ball 38,7398
Selamat,7399
Hari,7400
Kemerdekaan,7401
Republik,7402
Indonesia,7403
Ke-60,7404
Crushed Can,7405
Yuebing,7406
Summoning Stone,7415
Letter of Recommendation,7416
Written Request(A),7417
Written Request(B),7418
Embryo Creation Guide,7419
Red Key,7421
Yellow Key,7422
Blue Key,7423
Green Key,7424
Black Key,7425
Red Charm Stone,7426
Yellow Charm Stone,7427
Blue Charm Stone,7428
Green Charm Stone,7429
Black Charm Stone,7430
Pile of Books,7431
Leather Pouch,7432
Blank Scroll,7433
Elemental Potion Creation Guide,7434
Golden Ornament,7435
Fragment of Agony,7436
Fragment of Misery,7437
Fragment of Hatred,7438
Fragment of Despair,7439
Red Feather,7440
Blue Feather,7441
Cursed Seal,7442
Three-Headed Dragon's Head,7443
Treasure Box,7444
Green Bijou,7445
Blue Bijou,7446
Red Bijou,7447
Yellow Bijou,7448
Bloody Page,7449
Skeletal Armor Piece,7450
Fire Dragon Scale,7451
Yellow Spice,7452
Sweet Sauce,7453
Savory Sauce,7454
Spicy Sauce,7455
Red Spice,7456
Cooking Oil,7457
Fortune Horn,7458
Idul Fitri Card,7459
Niflheim Express Ticket,7460
Blue A Card,7461
Blue E Card,7462
Blue F Card,7463
Blue H Card,7464
Blue L Card,7465
Blue N Card,7466
Blue O Card,7467
Blue P Card,7468
Blue U Card,7469
Blue W Card,7470
Blue Y Card,7471
Level 1 Cookbook,7472
Level 2 Cookbook,7473
Level 3 Cookbook,7474
Level 4 Cookbook,7475
Level 5 Cookbook,7476
Level 6 Cookbook,7477
Level 7 Cookbook,7478
Level 8 Cookbook,7479
Level 9 Cookbook,7480
Level 10 Cookbook,7481
Pot,7482
Key of the Seal,7483
Symbol of a Brave Warrior,7484
Cloud General,7485
Wind General,7486
Culinary Wine,7487
Delivery Package,7488
Cottage Key,7489
Letter to Elly,7490
Steel Box,7491
Yellow Keycard,7492
Golden Key,7493
Luxurious Button,7494
Blue Keycard,7495
Red Keycard,7496
Rosimier Mansion Keys,7498
Family Portrait,7499
Woman's Portrait,7500
K.H's Letter,7501
James's Note,7502
Man's Portrait,7503
Power Device,7504
Toy Key,7505
Black Keycard,7506
Solid Iron Piece,7507
Allysia's Ring,7508
Luxurious Keycard,7509
Valhalla's Flower,7510
Rune of Darkness,7511
Burnt Part,7512
Monster Ticket,7514
Prize Medal,7515
Green Keycard,7516
Women's Medal,7518
Handsel,7519
Please Be Rich,7520
Flame Stone,7521
Ice Stone,7522
Wind Stone,7523
Shadow Orb,7524
Summer Festival Ticket,7525
Manuscript Paper,7526
Book About True Life,7527
Lottery Ticket,7528
Stolen Sandal,7529
Travel Brochure [Amatsu],7530
Travel Brochure [Kunlun],7531
Travel Brochure [Luoyang],7532
Travel Brochure [Ayothaya],7533
Amatsu Completed Photo Album,7534
Kunlun Completed Photo Album,7535
Luoyang Completed Photo Album,7536
Ayothaya Completed Photo Album,7537
Sand for Work,7538
Poring Coin,7539
Lotto Ball 39,7540
Lotto Ball 40,7541
Lotto Ball 41,7542
Lotto Ball 42,7543
Lotto Ball 43,7544
Lotto Ball 44,7545
Lotto Ball 45,7546
Soccer Ball,7547
Soccer Shoes,7548
Brazilian Flag,7549
6.13 Ticket,7550
6.18 Ticket,7551
6.22 Ticket,7552
Lotus Flower,7553
Striped Candle,7554
Green Incense,7555
Longing Heart,7556
Invitation Letter,7557
Invitation Ticket,7558
Key to the Secret Garden,7559
Glacial Heart,7561
Ice Scale,7562
Bloody Rune,7563
Rotten Meat,7564
Sticky Poison,7565
Will of Red Darkness,7566
Suspicious Hat,7567
White Mask,7568
Wind Hammer,7569
Temple Lottery Ticket,7570
Bruspetti's Diary,7571
Ashy Necklace,7572
Sparkling Necklace,7573
Freezing Snow Powder,7574
Red Jewel,7575
Blue Jewel,7576
Yellow Jewel,7577
Countermagic Crystal,7578
Silk Handkerchief of Zhi Nu,7579
Black Marble,7580
Celebration Document,7581
Jewel of Destruction,7582
Evil Mind,7583
Guard's First Proof,7584
Guard's Second Proof,7585
Guard's Third Proof,7586
Guard's Fourth Proof,7587
IPOD Coupon,7588
Lettered Moon Snack 01,7589
Lettered Moon Snack 02,7590
Lettered Moon Snack 03,7591
Lettered Moon Snack 04,7592
Lettered Moon Snack 05,7593
Sonia's Letter,7594
Special Sword,7595
Special Shield,7596
Magic Stone,7597
RO Party Invitation Ticket,7603
Flour,7604
Chicken Egg,7605
Token of the Ox,7606
Neck of Demon Dragon,7607
Premium Ticket,7608
Pumpkin Mojo,7609
Food Exchange Ticket,7610
Symbol of Fox,7611
Heart of Queen Fox,7612
Small Rice Cake Dough,7613
MVP Voucher,7615
Miniboss Voucher,7616
Monster Voucher,7617
Monster Crystal,7618
Enriched Elunium,7619
Enriched Oridecon,7620
Token Of Siegfried,7621
Hairstyle Coupon,7622
Ticket Of Identification,7623
Spring Stanza23,7624
Registration Ticket,7625
Bubble Gum Token,7626
Sage Key,7627
Idiot Key,7628
Pink Gift Box,7629
Clean Beach Brush,7630
Trash Debris,7631
Sachet,7635
Soul,7701
Special Cogwheel,7702
Piece of Cogwheel,7703
Broken Thermometer,7704
Note of Geologist,7705
Broken Carrot Juice,7706
Broken Banana Juice,7707
Broken Apple Juice,7708
Broken Grape Juice,7709
Black Gemstone,7710
Event Ticket,7711
Nokia 5500,7712
Blue A(2) Card,7713
Blue R(2) Card,7714
Handmade Chocolate Recipe,7715
Chocolate Strawberry Recipe,7716
Chocolate Tart Recipe,7717
Cacao Bean,7718
Blue G Card,7719
Debt Note,7722
Diamond of Ruin,7723
Forbidden Secret Art,7724
Unlucky Emerald,7725
Token of King,7726
HP Doctor Ticket,7727
SP Doctor Ticket,7728
Rok Star Badge,7729
Mission Ticket 1,7730
Mission Ticket 2,7731
Mission Ticket 3,7732
Mission Ticket 4,7733
Mission Ticket 5,7734
Mission Ticket 6,7735
Mission Ticket 7,7736
Mission Ticket 8,7737
Mission Ticket 9,7738
Mission Ticket 10,7739
Mission Ticket 11,7740
Mission Ticket 12,7741
Kaong,7742
Gulaman,7743
Leche Flan,7744
Ube Jam,7745
Sago,7746
Langka,7747
Sweet Beans,7748
Sweet Bananas,7749
Macapuno,7750
Old White Cloth,7751
Clattering Skull,7752
Broken Farming Utensil,7753
Broken Crown,7754
Research Note,7755
Sealed Book,7756
Mithril,7757
Star Crystal,7758
Geologist's Report,7759
Yaga's Magic Book,7760
Magic Gourd Bottle,7761
Yaga's Pestle,7762
Sticky Herb,7763
High Strength Adhesive,7764
Baba Yaga's Secret Medicine,7765
Bok Choy,7766
Green Maiden's Cake,7767
Squid,7768
Egg Yolk,7769
Sweet Rice,7770
Lotus Leaf,7771
String,7772
Wat Badge,7773
Green Maiden Ticket,7774
Spring Rabbit Ticket,7775
Gym Pass,7776
Sealed Golden Box,7777
Sealed Silver Box,7778
Silver Key,7780
Engrave Treasure Box,7781
Episode 13.1 Poporing Key,7782
Episode 13.2 Poring Key,7783
Free Coupon 1,7784
Free Coupon 2,7785
Free Coupon 3,7786
Free Coupon 4,7787
Free Coupon 5,7788
Free Coupon 6,7789
Free Coupon 7,7790
Free Coupon 8,7791
Guyak,7792
Golden Apple,7793
The Crow of Destiny,7794
Mammi's Photo Album,7795
Author's Autograph,7796
Author's Memo,7797
Fragment of Darkness,7798
Crystal of Darkness,7799
Golden Charm Apple,7800
Girl's Letter,7801
Signature Notebook,7802
Beginner's Field Manual,7803
Brown Jenoss's Family Ring,7805
God Anvil,7806
God Mineral,7807
God Hammer,7808
God Furnace,7809
Symbol of Richness,7810
Symbol of Bravery,7812
Red Jenoss's Family Ring,7813
Green Jenoss's Family Ring,7814
Blue Jenoss's Family Ring,7815
Symbol of Faith,7816
Symbol of Peace,7817
Jessur's Necklace,7818
Nokia 5300,7819
Piece of Morocc Skin,7820
Green Apple,7821
Whole Barbecue,7822
Meat Veg Skewer,7823
Spirit Liquor,7824
Heroic Stone,7825
Continental Guard Paper,7826
Mineral Evals,7827
Bravery Badge,7828
Valor Badge,7829
Goddess Tear,7830
Valkyrie's Token,7831
Brynhild Armor Piece,7832
Hero's Remains,7833
Andvari's Ring,7834
Dusk Glow,7835
Dawn Essence,7836
Cold Moonlight,7837
Hazy Starlight,7838
Crystal Key,7839
Valkyrie's Gift,7840
Stained Piece Of Paper,7841
Torn Piece Of Paper,7842
Old Piece Of Paper,7843
Burnt Pieces Of Paper,7844
Copy Of Spotted Paper,7845
Copy Of Torn Paper,7846
Copy Of Old Paper,7847
Copy Of Burnt Paper,7848
Soul Crystal,7849
Wooden Block,7850
Wii Raffle Ticket,7851
Divx Player Raffle Ticket,7852
iPod nano Raffle Ticket,7853
Comodo Festival Ticket,7854
Heart,7855
Girl's Bouquet,7856
Hand-made Kitty Doll,7857
Dragonball Yellow,7858
Game Ticket,7859
Peeps,7860
Jelly Bean,7861
Marshmallow,7862
Special Gold,7863
Love Flower,7864
Gold Pouch,7865
Sesame Bag,7867
Fresh Water,7868
Rice Pouch,7869
Corn,7870
Bean Bag,7871
Herb,7872
MVP Monster Scroll,7873
Create Monster Scroll,7874
Pirate Treasure,7875
Red Ring,7877
Lusalka's Hair,7878
Golden Thread,7879
Baba Yaga's Silver Spoon,7880
Mystery Magic Book,7881
Sharp Branch,7882
Wooden Flute,7883
Jade Plate,7884
Sacred Arrow,7885
Bean Paste,7886
Dried Fruit Box,7887
Bag of Nuts,7888
Chicken Feed,7889
Mug,7891
Charcoal,7892
Sulphur,7893
Nitrogen Acid,7894
Rama5 Book,7895
Loykrathong Book,7896
Constitution Book,7897
VV Strong Balmung,7898
Dagger Of Psychic,7899
Jonathan Family Ring,7900
Jillberriel Family Ring,7901
Jessur Family Ring,7902
Jenoss Family Ring,7903
Poppy Wreath,7906
Bobbin Of Goddess,7907
Louise's Beauty Coupon,7908
Stolen Cookie,7909
Stolen Candy,7910
Yulia's Hat,7911
Portable Snowman Machine,7912
Battle Test Certificate,7913
Ancient Language Document,7914
Magic Potion,7917
Fragment Of Memory,7918
Festival Ticket,7919
He's Arsenal,7920
Essence Of Dragon,7921
RWC Voucher Items,7922
Brazil National Flag,7928
Devil's Cattle Ring,7930
Poison Kit,7931
Poison Herb Nerium,7932
Poison Herb Rantana,7933
Poison Herb Makulata,7934
Poison Herb Seratum,7935
Poison Herb Scoporia,7936
Poison Herb Amoena,7937
Light Granule,7938
Elder Branch,7939
Special Alloy Trap,7940
Halloween Ticket,7941
Chico Cesar Letter,7942
Caskinya,7943
Sealed Box,7944
Universal Amulet,7945
Gold Ring Of Valentine,7946
Silver Ring Of Valentine,7947
Box,7948
Woven Wool,7949
Ayothaya Fest Ticket,7950
Golden Tulip Flower,7951
Gift Of Lomi Ross,7952
Gift Of Juliet,7953
Lost Card1,7955
Lost Card2,7956
Lost Card3,7957
Lost Card4,7958
Ancient Gold Coin,7959
Ancient Silver Coin,7960
Weapon Exchange,7961
Treasure Map1,7962
Treasure Map2,7963
Treasure Map3,7964
Treasure Map4,7965
Weird Parchment1,7966
Weird Parchment2,7967
Weird Parchment3,7968
Weird Parchment4,7969
Unwritten Letter1,7970
Unwritten Letter2,7971
Oath Day Letter,7972
Immortality Egg,7973
Illusion Piece,7974
Cupid Choco,7975
Gf Magic Coin,7976
Hunting Medal Badge,7977
Spring Stanza1,7978
Spring Stanza2,7979
Spring Stanza3,7980
Spring Stanza4,7981
Spring Stanza5,7982
Spring Stanza6,7983
Spring Stanza7,7984
Spring Stanza8,7985
Spring Stanza9,7986
Spring Stanza10,7987
Spring Stanza11,7988
Spring Stanza12,7989
Spring Stanza13,7990
Spring Stanza14,7991
Spring Stanza15,7992
Spring Stanza16,7993
Spring Stanza17,7994
Spring Stanza18,7995
Spring Stanza19,7996
Spring Stanza20,7997
Spring Stanza21,7998
Spring Stanza22,7999
Poring Egg,9001
Drops Egg,9002
Poporing Egg,9003
Lunatic Egg,9004
Picky Egg,9005
Chonchon Egg,9006
Steel Chonchon Egg,9007
Hunter Fly Egg,9008
Savage Babe Egg,9009
